"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL508112";"BENZOTHIAZYL DISULFIDE";"BI-87F4";"Small molecule";"";"332.50";"131";"604";"5.71";"25.78";"6";"0";"1";"3";"N";"0.45";"None";"0.77";"6.22";"6.22";"4";"MOL";"-1";"20";"2";"0";"1";"331.9570";"-1.09";"NEUTRAL";"C14H8N2S4";"c1ccc2sc(SSc3nc4ccccc4s3)nc2c1";"AFZSMODLJJCVPP-UHFFFAOYSA-N"
"CHEMBL1257927";"";"";"Small molecule";"";"379.54";"6";"8";"4.87";"40.54";"3";"1";"0";"6";"N";"0.73";"None";"8.18";"4.97";"4.12";"2";"MOL";"-1";"28";"3";"1";"0";"379.2511";"-0.57";"NEUTRAL";"C25H33NO2";"Cc1ccc(C)c(C(=O)CCCN2CCC(O)(c3cc(C)ccc3C)CC2)c1";"YHNXVNWEANWEHW-UHFFFAOYSA-N"
"CHEMBL4543870";"";"";"Unknown";"";"512.53";"6";"6";"6.43";"45.23";"3";"1";"1";"12";"N";"0.31";"None";"10.45";"6.14";"3.22";"3";"MOL";"-1";"34";"4";"1";"1";"475.2390";"-1.09";"BASE";"C29H35Cl2N3O";"CCCN(CCCCNC(=O)c1ccc(-c2ccccn2)cc1)CC1CC1c1ccc(Cl)cc1.Cl";"SOTVBIKTRMBOLN-UHFFFAOYSA-N"
"CHEMBL3612360";"";"";"Small molecule";"";"560.62";"9";"14";"5.55";"48.61";"4";"2";"1";"14";"N";"0.27";"9.56";"10.20";"1.36";"-0.87";"2";"MOL";"-1";"35";"5";"2";"1";"480.3585";"0.51";"BASE";"C30H46BrN3O2";"CN1CCC[C@H]1c1ccc[n+](CCCCCCCCCCNCC2CCc3ccc(O)cc3O2)c1.[Br-]";"GTIPANYRNCQASG-ARHHNASGSA-N"
"CHEMBL3695387";"";"";"Small molecule";"";"467.05";"3";"3";"5.83";"41.57";"3";"1";"1";"6";"N";"0.58";"None";"9.83";"5.61";"3.21";"2";"MOL";"-1";"33";"4";"1";"1";"466.2387";"-0.97";"BASE";"C28H35ClN2O2";"O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(Cl)cc1";"HZIPKQNESFBOQW-LSNLESRRSA-N"
"CHEMBL1170879";"";"";"Small molecule";"";"476.33";"5";"6";"3.81";"52.15";"3";"2";"0";"3";"N";"0.72";"13.95";"8.63";"2.90";"1.65";"3";"MOL";"-1";"24";"4";"2";"0";"385.0790";"-0.86";"BASE";"C21H22BrN3O5";"O=C(O)C(=O)O.OC1(c2ccc(Br)cc2)CCN(Cc2c[nH]c3ncccc23)CC1";"RREXTSILCFSOLM-UHFFFAOYSA-N"
"CHEMBL240377";"";"";"Small molecule";"";"453.59";"3";"3";"4.47";"43.86";"4";"0";"0";"8";"N";"0.37";"None";"8.25";"4.87";"3.96";"3";"MOL";"-1";"34";"5";"0";"0";"453.2416";"-0.98";"NEUTRAL";"C29H31N3O2";"O=C1c2ccccc2C(=O)N1CCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1";"OBIIIJJDTMSOQS-UHFFFAOYSA-N"
"CHEMBL3739558";"";"";"Small molecule";"";"395.48";"2";"4";"3.89";"57.43";"6";"1";"0";"8";"N";"0.58";"12.69";"7.77";"4.30";"3.78";"3";"MOL";"-1";"29";"6";"1";"0";"395.2121";"-1.84";"NEUTRAL";"C22H26FN5O";"Fc1ccccc1N1CCN(CCCCNc2noc(-c3ccccc3)n2)CC1";"REYPJFPNLKESGZ-UHFFFAOYSA-N"
"CHEMBL4290759";"";"";"Small molecule";"";"379.46";"6";"10";"2.84";"85.59";"5";"2";"0";"7";"N";"0.72";"10.13";"7.78";"2.80";"2.27";"2";"MOL";"-1";"28";"6";"2";"0";"379.1896";"-0.89";"NEUTRAL";"C22H25N3O3";"COc1cc2c(cc1O)CN(CCCCNC(=O)c1ccc(C#N)cc1)CC2";"YBSUKYVKWAEWJF-UHFFFAOYSA-N"
"CHEMBL1765638";"";"";"Small molecule";"";"426.60";"2";"3";"5.74";"32.34";"2";"1";"1";"10";"N";"0.42";"None";"10.26";"6.28";"3.51";"3";"MOL";"-1";"32";"3";"1";"1";"426.2671";"-0.85";"BASE";"C29H34N2O";"CCCN(CCCCNC(=O)c1ccccc1-c1ccccc1)C1Cc2ccccc2C1";"XRULCQHWXQPNKY-UHFFFAOYSA-N"
"CHEMBL1684025";"";"";"Small molecule";"";"562.76";"3";"3";"5.60";"49.66";"7";"0";"2";"10";"N";"0.25";"None";"8.57";"6.09";"4.31";"4";"MOL";"-1";"42";"7";"0";"2";"562.3420";"-0.81";"BASE";"C35H42N6O";"CCCN1CCc2cccc3c2C1Cc1cccc(OCc2cn(CCCN4CCN(c5ccccc5)CC4)nn2)c1-3";"BEKQWPIRNPOIER-UHFFFAOYSA-N"
"CHEMBL4081780";"";"";"Small molecule";"";"488.59";"3";"7";"3.76";"97.13";"6";"2";"0";"9";"N";"0.45";"None";"7.48";"3.63";"3.28";"3";"MOL";"-1";"36";"8";"3";"0";"488.2424";"-1.24";"NEUTRAL";"C28H32N4O4";"COc1ccccc1N1CCN(CCCNC(=O)Oc2cccc(-c3cccc(C(N)=O)c3)c2)CC1";"HQDIIIDLDYDDHJ-UHFFFAOYSA-N"
"CHEMBL86060";"";"";"Small molecule";"";"321.42";"4";"10";"2.65";"28.07";"4";"0";"0";"4";"N";"0.87";"None";"7.24";"3.63";"3.40";"2";"MOL";"-1";"24";"4";"0";"0";"321.1841";"-0.82";"NEUTRAL";"C20H23N3O";"c1ccc(C2=N[C@@H](CN3CCN(c4ccccc4)CC3)CO2)cc1";"JFMAZBIWGGSVJX-SFHVURJKSA-N"
"CHEMBL4527078";"";"";"Unknown";"";"487.02";"4";"4";"4.67";"60.60";"4";"2";"0";"9";"N";"0.46";"None";"6.37";"4.55";"4.51";"3";"MOL";"-1";"34";"6";"2";"0";"486.2198";"-1.13";"NEUTRAL";"C26H32ClFN4O2";"CCc1cc(Cl)c(OC)c(N2CCN(C[C@@H](F)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1";"CSFWIRRKNFTOOA-FQEVSTJZSA-N"
"CHEMBL241660";"";"";"Small molecule";"";"468.07";"3";"3";"5.32";"35.58";"4";"1";"1";"9";"N";"0.43";"None";"7.97";"5.52";"4.85";"3";"MOL";"-1";"32";"4";"1";"1";"467.1798";"-1.78";"NEUTRAL";"C26H30ClN3OS";"O=C(NCCCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)c1cccs1";"CUKXVIBQJUBHRB-UHFFFAOYSA-N"
"CHEMBL78800";"";"";"Small molecule";"";"432.03";"3";"3";"4.90";"35.58";"4";"1";"0";"6";"N";"0.71";"None";"8.01";"5.11";"4.40";"2";"MOL";"-1";"29";"4";"1";"0";"431.1798";"-1.94";"NEUTRAL";"C23H30ClN3OS";"O=C(N[C@H]1CC[C@H](CCN2CCN(c3ccccc3Cl)CC2)CC1)c1cccs1";"GBBXKCGHLOWKFM-WGSAOQKQSA-N"
"CHEMBL3698002";"";"";"Small molecule";"";"477.63";"3";"3";"2.04";"88.18";"7";"1";"0";"6";"N";"0.67";"None";"8.37";"1.37";"0.36";"1";"MOL";"-1";"33";"8";"1";"0";"477.2297";"-1.39";"NEUTRAL";"C24H35N3O5S";"O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C1CCS(=O)(=O)C1";"XNKJYDSSCQLJQZ-UQTQIZBZSA-N"
"CHEMBL112705";"";"";"Small molecule";"";"426.58";"3";"3";"4.81";"62.40";"4";"1";"0";"9";"N";"0.53";"None";"6.82";"4.27";"4.17";"3";"MOL";"-1";"30";"5";"1";"0";"426.1977";"-1.35";"NEUTRAL";"C24H30N2O3S";"CCN(Cc1ccc(C)cc1)Cc1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1";"OKHRWBVXVXXGLN-UHFFFAOYSA-N"
"CHEMBL4463276";"";"";"Unknown";"";"385.44";"4";"7";"3.45";"69.53";"5";"1";"0";"6";"N";"0.77";"11.70";"6.64";"3.23";"3.16";"2";"MOL";"-1";"28";"7";"1";"0";"385.1914";"-1.66";"NEUTRAL";"C20H24FN5O2";"COc1ccccc1N1CCN(CCNC(=O)/N=N/c2ccc(F)cc2)CC1";"OTKMHDVPFOECAQ-WCWDXBQESA-N"
"CHEMBL1474134";"";"";"Small molecule";"";"406.89";"9";"13";"2.80";"75.79";"4";"2";"0";"7";"N";"0.79";"13.48";"7.00";"2.89";"2.75";"2";"MOL";"-1";"27";"5";"3";"0";"370.1693";"-0.79";"NEUTRAL";"C21H24ClFN2O3";"Cl.NC(=O)c1ccc(OCCC(O)N2CC=C(c3ccc(F)cc3)CC2)cc1";"NYFXHCMXYODFLP-UHFFFAOYSA-N"
"CHEMBL577073";"";"";"Small molecule";"";"450.66";"4";"9";"3.67";"61.52";"7";"1";"0";"7";"N";"0.59";"None";"9.65";"4.06";"1.20";"3";"MOL";"-1";"32";"6";"2";"0";"450.2566";"-1.61";"BASE";"C25H34N6S";"CCCN(CCN1CCN(c2ccnc3ccccc23)CC1)[C@H]1CCc2nc(N)sc2C1";"ZYOHPRMTOCMZRK-IBGZPJMESA-N"
"CHEMBL433552";"";"";"Small molecule";"";"516.66";"3";"3";"6.58";"71.63";"5";"1";"2";"8";"N";"0.27";"None";"8.72";"6.62";"5.28";"4";"MOL";"-1";"37";"6";"1";"2";"516.2083";"-0.70";"BASE";"C30H32N2O4S";"COc1ccc(S(=O)(=O)Oc2ccccc2)cc1-c1ccc(CN2CCCCCC2c2ccccc2)[nH]1";"RTJYNDZSOVYLSA-UHFFFAOYSA-N"
"CHEMBL3084522";"";"";"Small molecule";"";"417.94";"2";"2";"6.25";"36.61";"3";"1";"1";"3";"N";"0.43";"13.95";"9.40";"5.16";"3.17";"4";"MOL";"-1";"30";"3";"1";"1";"417.1496";"-0.26";"BASE";"C26H24ClNO2";"O[C@@]1(c2ccc(Cl)cc2)C[C@H]2CC[C@@H](C1)N2Cc1coc2ccc3ccccc3c12";"OBLDKFKTBGJWKJ-PHTYHVAFSA-N"
"CHEMBL1813585";"";"";"Small molecule";"";"499.56";"5";"7";"3.56";"54.04";"5";"1";"0";"8";"N";"0.68";"13.51";"8.31";"3.54";"2.57";"2";"MOL";"-1";"30";"6";"1";"0";"409.2365";"-0.96";"NEUTRAL";"C26H33N3O7";"COc1ccc(N2CCN(CCCCOc3ccc4c(c3)NC(=O)CC4)CC2)cc1.O=C(O)C(=O)O";"MIIWNSAITKEWFV-UHFFFAOYSA-N"
"CHEMBL483593";"";"";"Small molecule";"";"486.78";"5";"8";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"486.3066";"None";"None";"C31H42N2OSi";"CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CC=C(C#C[Si](C)(C)C)CC1";"YVKJVUJRJJSJAZ-UHFFFAOYSA-N"
"CHEMBL326962";"";"";"Small molecule";"";"365.43";"8";"12";"2.34";"54.04";"5";"1";"0";"3";"N";"0.90";"11.55";"7.93";"2.52";"1.87";"2";"MOL";"-1";"27";"6";"1";"0";"365.1739";"-0.54";"NEUTRAL";"C21H23N3O3";"O=C1NCN(c2ccccc2)C12CCN(Cc1ccc3c(c1)OCO3)CC2";"HWOUIMXZGKRMNK-UHFFFAOYSA-N"
"CHEMBL1081868";"";"";"Small molecule";"";"481.52";"4";"8";"4.69";"59.98";"7";"0";"0";"7";"N";"0.28";"None";"8.07";"3.18";"2.43";"3";"MOL";"-1";"33";"6";"0";"0";"481.1559";"-1.47";"NEUTRAL";"C22H23F4N5OS";"Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(F)cc(C(F)(F)F)c3)C2)n1C";"RZEKPECTALABSH-UHFFFAOYSA-N"
"CHEMBL457974";"";"";"Small molecule";"";"433.56";"3";"5";"3.21";"62.63";"6";"1";"0";"9";"N";"0.53";"None";"8.20";"2.99";"2.11";"3";"MOL";"-1";"32";"7";"1";"0";"433.2478";"-1.73";"NEUTRAL";"C25H31N5O2";"COc1ccc(N2CCN(CCCCNC(=O)c3ccc(-n4ccnc4)cc3)CC2)cc1";"RLJNOVFKZCYMTH-UHFFFAOYSA-N"
"CHEMBL1565435";"";"";"Small molecule";"";"474.94";"22";"26";"3.59";"58.44";"5";"0";"0";"4";"N";"0.62";"None";"5.70";"4.19";"4.19";"3";"MOL";"-1";"30";"6";"0";"0";"438.1337";"-2.06";"NEUTRAL";"C20H22ClF3N4O2S";"CCn1c(N2CCN(S(=O)(=O)c3ccccc3C(F)(F)F)CC2)nc2ccccc21.Cl";"IXSBSJKHCAZWOJ-UHFFFAOYSA-N"
"CHEMBL3980153";"";"";"Small molecule";"";"442.99";"2";"2";"5.03";"82.16";"5";"1";"1";"7";"N";"0.65";"None";"9.58";"3.27";"1.11";"2";"MOL";"-1";"31";"6";"1";"1";"442.2136";"-1.44";"BASE";"C24H31ClN4O2";"N#CCCC(=O)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1";"QSMRRBPLPRZVCE-IRJFHVNHSA-N"
"CHEMBL3676932";"";"";"Small molecule";"";"499.48";"3";"3";"7.30";"45.48";"3";"1";"1";"6";"N";"0.39";"13.53";"9.70";"6.49";"4.21";"3";"MOL";"-1";"34";"4";"1";"1";"498.1841";"-0.99";"BASE";"C28H32Cl2N2O2";"O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(Cl)cc1Cl";"XESYYKHMJOWEPL-XYWHTSSQSA-N"
"CHEMBL1714255";"";"";"Small molecule";"";"360.85";"4";"4";"2.50";"57.70";"5";"1";"0";"5";"N";"0.89";"13.69";"6.05";"2.66";"2.64";"2";"MOL";"-1";"25";"6";"1";"0";"360.1353";"-2.53";"NEUTRAL";"C18H21ClN4O2";"COc1ccc(NC(=O)CN2CCN(c3ccccn3)CC2)cc1Cl";"KOUKBVJVWQGBLQ-UHFFFAOYSA-N"
"CHEMBL1223600";"";"";"Small molecule";"";"355.50";"3";"3";"3.64";"46.17";"3";"1";"0";"5";"N";"0.89";"None";"10.25";"3.51";"0.81";"2";"MOL";"-1";"25";"3";"1";"0";"355.1606";"-0.35";"BASE";"C21H25NO2S";"CC(C)c1ccc(CS(=O)(=O)c2ccc([C@]34CNC[C@H]3C4)cc2)cc1";"BZKAUGWCSKECDP-CTNGQTDRSA-N"
"CHEMBL3941520";"";"";"Small molecule";"";"530.62";"13";"25";"4.67";"89.93";"7";"1";"1";"8";"N";"0.34";"13.89";"9.20";"3.56";"1.77";"3";"MOL";"-1";"37";"7";"2";"1";"530.2076";"-1.28";"BASE";"C26H29F3N6OS";"Cc1nc(C(N)=O)ccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C";"WEEBXSDEOQNZPK-NLFFAJNJSA-N"
"CHEMBL3695380";"";"";"Small molecule";"";"400.56";"3";"3";"3.25";"61.80";"4";"2";"0";"7";"N";"0.74";"None";"9.83";"2.57";"0.17";"1";"MOL";"-1";"29";"5";"2";"0";"400.2726";"-0.66";"BASE";"C24H36N2O3";"O=C(CCO)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1";"YFJPHIULVVJFIS-KESTWPANSA-N"
"CHEMBL3695370";"";"";"Small molecule";"";"432.61";"3";"3";"5.18";"41.57";"3";"1";"1";"6";"N";"0.68";"None";"9.83";"5.00";"2.60";"2";"MOL";"-1";"32";"4";"1";"1";"432.2777";"-0.80";"BASE";"C28H36N2O2";"O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccccc1";"KTKVHSSURNTWLF-SAIGFBBZSA-N"
"CHEMBL1334323";"";"";"Small molecule";"";"345.39";"11";"14";"3.12";"35.58";"3";"1";"0";"5";"N";"0.90";"11.94";"7.34";"3.36";"3.09";"2";"MOL";"-1";"25";"4";"1";"0";"345.1653";"-2.03";"NEUTRAL";"C19H21F2N3O";"O=C(CCN1CCN(c2ccccc2F)CC1)Nc1ccccc1F";"ZNBQFFOQYNKMNF-UHFFFAOYSA-N"
"CHEMBL3948167";"";"";"Small molecule";"";"480.60";"13";"28";"5.09";"43.18";"6";"0";"1";"7";"N";"0.41";"None";"9.21";"3.93";"2.13";"2";"MOL";"-1";"33";"5";"0";"1";"480.2171";"-1.27";"BASE";"C24H31F3N4OS";"Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1C1CCOCC1";"PPLSEYBUMZWQHS-OFNKIYASSA-N"
"CHEMBL3676900";"";"";"Small molecule";"";"392.54";"3";"3";"4.70";"45.48";"3";"1";"0";"5";"N";"0.75";"None";"9.70";"4.67";"2.39";"2";"MOL";"-1";"29";"4";"1";"0";"392.2464";"-0.24";"BASE";"C25H32N2O2";"CC#CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1";"YCFPUDBYSCLGNZ-XUTJKUGGSA-N"
"CHEMBL3588916";"";"";"Small molecule";"";"442.57";"4";"4";"3.97";"59.31";"7";"0";"0";"8";"N";"0.39";"None";"7.98";"4.02";"3.34";"4";"MOL";"-1";"33";"7";"0";"0";"442.2481";"-1.66";"NEUTRAL";"C26H30N6O";"COc1ccccc1N1CCN(CCCCc2cn(-c3ccc4cnccc4c3)nn2)CC1";"QHKQWOMFBZYAFY-UHFFFAOYSA-N"
"CHEMBL1081587";"";"";"Small molecule";"";"481.52";"4";"12";"4.69";"59.98";"7";"0";"0";"7";"N";"0.28";"None";"8.37";"3.18";"2.17";"3";"MOL";"-1";"33";"6";"0";"0";"481.1559";"-1.37";"NEUTRAL";"C22H23F4N5OS";"Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)c(C(F)(F)F)c3)C2)n1C";"BYFBIHGWAJPFIB-UHFFFAOYSA-N"
"CHEMBL540241";"";"";"Small molecule";"";"349.48";"3";"3";"4.07";"26.79";"2";"0";"0";"5";"N";"0.81";"None";"6.98";"3.76";"3.62";"2";"MOL";"-1";"26";"4";"0";"0";"349.2154";"-1.47";"NEUTRAL";"C22H27N3O";"CC(C)c1cccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)c1";"CABPVRYEFMWZCX-UHFFFAOYSA-N"
"CHEMBL4568693";"";"";"Unknown";"";"466.58";"4";"5";"4.35";"69.26";"6";"1";"0";"9";"N";"0.55";"13.51";"6.41";"3.97";"3.93";"2";"MOL";"-1";"34";"7";"1";"0";"466.2468";"-0.01";"NEUTRAL";"C27H34N2O5";"CCCN1CCO[C@@H]2c3cc(OCCCCOc4ccc5c(c4)NC(=O)CC5)ccc3OC[C@H]21";"CCLFPDYNKMPZJO-SHQCIBLASA-N"
"CHEMBL213987";"";"";"Small molecule";"";"461.39";"13";"18";"5.30";"42.01";"4";"0";"1";"7";"N";"0.56";"12.95";"8.39";"4.89";"3.85";"2";"MOL";"-1";"31";"5";"0";"1";"460.1320";"-0.90";"NEUTRAL";"C24H26Cl2N2O3";"COc1ccc(N2CC=C(c3ccc(Cl)c(Cl)c3)C2=O)cc1OCCN1CCCCC1";"WRBLMUFLYRGRPQ-UHFFFAOYSA-N"
"CHEMBL3973600";"";"";"Small molecule";"";"521.68";"2";"2";"6.70";"67.60";"5";"1";"2";"7";"N";"0.37";"None";"9.57";"5.67";"3.52";"3";"MOL";"-1";"38";"6";"1";"2";"521.3054";"-1.28";"BASE";"C31H40FN3O3";"CC(C)(C)Oc1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCC(c4noc5cc(F)ccc45)CC3)CC2)cc1";"YGFINQFSLIMLPP-OKDASEJXSA-N"
"CHEMBL3954490";"";"";"Small molecule";"";"493.56";"3";"3";"4.13";"80.21";"8";"1";"0";"7";"N";"0.50";"None";"8.80";"2.56";"1.15";"3";"MOL";"-1";"34";"7";"1";"0";"493.1759";"-1.05";"BASE";"C23H26F3N5O2S";"Cc1ncoc1-c1nnc(SCC(O)CN2CC[C@@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)n1C";"GNVATANRVUMZDM-RXJZEZJSSA-N"
"CHEMBL430371";"";"";"Small molecule";"";"520.70";"3";"3";"6.75";"49.41";"4";"1";"2";"6";"N";"0.29";"12.67";"7.56";"5.79";"5.40";"4";"MOL";"-1";"38";"4";"1";"2";"520.2184";"-0.54";"NEUTRAL";"C33H32N2O2S";"O=C(NCCCCN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1)c1ccc2ccccc2c1";"XFXJOECCOKNBMS-UHFFFAOYSA-N"
"CHEMBL513776";"";"";"Small molecule";"";"327.82";"3";"3";"3.31";"52.15";"3";"2";"0";"3";"N";"0.78";"13.62";"9.00";"2.67";"1.07";"3";"MOL";"-1";"23";"4";"2";"0";"327.1138";"-0.97";"BASE";"C18H18ClN3O";"OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ncccc23)C1";"BUOWMBFFJAPTLV-UHFFFAOYSA-N"
"CHEMBL3800341";"";"";"Small molecule";"";"476.57";"7";"15";"4.12";"89.05";"6";"3";"0";"12";"N";"0.27";"8.97";"10.18";"3.40";"2.11";"3";"MOL";"-1";"35";"7";"3";"0";"476.2311";"-0.09";"BASE";"C28H32N2O5";"COc1cc(CCNCCc2ccc(O)c3c2OCC(=O)N3)ccc1OCCCc1ccccc1";"XFQRGEPJIICUBL-UHFFFAOYSA-N"
"CHEMBL3605327";"";"";"Small molecule";"";"499.89";"3";"8";"5.53";"48.47";"5";"1";"1";"7";"N";"0.47";"8.01";"7.12";"5.47";"5.53";"3";"MOL";"-1";"30";"5";"1";"1";"462.1048";"-2.31";"NEUTRAL";"C22H25Cl3N4OS";"Cl.O=C(CCCCN1CCN(c2ccc(Cl)cc2Cl)CC1)Nc1nc2ccccc2s1";"UOVWQDUPAVHBNH-UHFFFAOYSA-N"
"CHEMBL82564";"";"";"Small molecule";"";"507.68";"2";"2";"6.73";"48.11";"6";"0";"2";"12";"N";"0.14";"None";"9.80";"6.10";"3.71";"5";"MOL";"-1";"38";"6";"0";"2";"507.2998";"-1.11";"BASE";"C32H37N5O";"CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2C/C=C/Cn2c(C)nc3ccccc32)cc1";"WBOPWSGPXLCXQU-ZHACJKMWSA-N"
"CHEMBL4584481";"";"";"Unknown";"";"508.03";"6";"6";"6.21";"48.13";"2";"2";"1";"11";"N";"0.33";"None";"10.45";"5.62";"2.70";"3";"MOL";"-1";"34";"4";"2";"1";"471.2497";"-0.91";"BASE";"C27H33ClF3N3O";"CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)CC1CC1c1ccc(C(F)(F)F)cc1.Cl";"VKQPVZHQHUZUHN-UHFFFAOYSA-N"
"CHEMBL442456";"";"";"Small molecule";"";"512.68";"5";"7";"5.63";"72.87";"8";"0";"2";"7";"N";"0.21";"None";"7.63";"4.94";"4.51";"5";"MOL";"-1";"37";"7";"0";"2";"512.2358";"-1.46";"NEUTRAL";"C29H32N6OS";"CCc1nc2c3c(ccc2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3";"ZJBDUXLBLPXVOM-UHFFFAOYSA-N"
"CHEMBL93534";"";"";"Small molecule";"";"361.39";"6";"10";"3.21";"46.61";"4";"0";"0";"4";"N";"0.47";"None";"8.95";"4.58";"3.03";"1";"MOL";"-1";"24";"4";"0";"0";"361.0959";"0.00";"BASE";"C16H18F3NO3S";"C=CCN1CCC2c3cccc(OS(=O)(=O)C(F)(F)F)c3CCC21";"JNAGEIMWCSOQKU-UHFFFAOYSA-N"
"CHEMBL575818";"";"";"Small molecule";"";"464.57";"3";"3";"2.62";"84.75";"8";"1";"0";"10";"N";"0.46";"11.58";"7.93";"3.16";"2.51";"3";"MOL";"-1";"34";"9";"1";"0";"464.2536";"-1.90";"NEUTRAL";"C25H32N6O3";"COc1ccc(-n2cc(C(=O)NCCCCN3CCN(c4ccccc4OC)CC3)nn2)cc1";"SVQDOKCNDNQSHT-UHFFFAOYSA-N"
"CHEMBL4067792";"";"";"Small molecule";"";"396.49";"3";"10";"3.53";"69.02";"4";"1";"0";"5";"N";"0.72";"None";"8.27";"3.24";"2.32";"3";"MOL";"-1";"30";"5";"1";"0";"396.1950";"-1.00";"NEUTRAL";"C25H24N4O";"N#Cc1ccc2c(c1)CN(C[C@@H]1C[C@H]1CNC(=O)c1ccnc3ccccc13)CC2";"JBUWBWVXKLACCD-FPOVZHCZSA-N"
"CHEMBL3697982";"";"";"Small molecule";"";"457.62";"3";"3";"3.42";"63.27";"6";"1";"0";"7";"N";"0.68";"None";"8.37";"3.05";"2.04";"1";"MOL";"-1";"33";"7";"1";"0";"457.2941";"-0.88";"NEUTRAL";"C26H39N3O4";"O=C(C[C@@H]1CCCOC1)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1";"UIWGASRGCHQVHR-FKBYEOEOSA-N"
"CHEMBL4562787";"";"";"Unknown";"";"371.51";"4";"8";"2.58";"43.86";"4";"0";"0";"4";"N";"0.83";"None";"8.16";"3.04";"2.21";"2";"MOL";"-1";"26";"5";"0";"0";"371.1667";"-1.97";"NEUTRAL";"C20H25N3O2S";"CCN1CCN(c2ccc3c(c2)CCN3S(=O)(=O)c2ccccc2)CC1";"PRBBGEBXWKOEEQ-UHFFFAOYSA-N"
"CHEMBL202229";"";"";"Small molecule";"";"478.56";"3";"3";"3.83";"67.15";"7";"0";"0";"7";"N";"0.56";"None";"7.90";"5.55";"4.94";"2";"MOL";"-1";"34";"7";"0";"0";"478.2668";"-1.45";"NEUTRAL";"C24H33F3N6O";"CC(C)(C)c1nc(N2CCN(CCCCn3ccc(C4CC4)nc3=O)CC2)cc(C(F)(F)F)n1";"YAYWMEPAZGIOAH-UHFFFAOYSA-N"
"CHEMBL200028";"";"";"Small molecule";"";"514.60";"3";"7";"4.62";"67.15";"7";"0";"1";"7";"N";"0.43";"None";"7.90";"6.51";"5.89";"3";"MOL";"-1";"37";"7";"0";"1";"514.2668";"-1.46";"NEUTRAL";"C27H33F3N6O";"CC(C)(C)c1nc(N2CCN(CCCCn3ccc(-c4ccccc4)nc3=O)CC2)cc(C(F)(F)F)n1";"YVEMSJWDFDTJQU-UHFFFAOYSA-N"
"CHEMBL3800400";"";"";"Small molecule";"";"488.58";"7";"17";"4.12";"103.81";"6";"4";"0";"12";"N";"0.22";"8.51";"9.65";"3.42";"2.48";"4";"MOL";"-1";"36";"7";"4";"0";"488.2311";"0.08";"BASE";"C29H32N2O5";"COc1cc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)ccc1OCCCc1ccccc1";"PNROEQYQIZJINW-VWLOTQADSA-N"
"CHEMBL370297";"Ruthenium complex";"";"Small molecule";"";"551.44";"7";"14";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"None";"None";"551.0105";"None";"None";"C25H21Cl2N3ORu";"";""
