"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL3698014";"";"";"Small molecule";"";"445.60";"3";"3";"3.27";"63.27";"6";"1";"0";"8";"N";"0.66";"None";"8.37";"3.64";"2.63";"1";"MOL";"-1";"32";"7";"1";"0";"445.2941";"-0.50";"NEUTRAL";"C25H39N3O4";"CO[C@@H](C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C(C)C";"IWGVABNVNOQFPY-TXTKFYIRSA-N"
"CHEMBL564948";"";"";"Small molecule";"";"369.55";"3";"6";"4.39";"26.79";"2";"0";"0";"6";"N";"0.74";"None";"9.28";"4.01";"2.13";"1";"MOL";"-1";"27";"4";"0";"0";"369.2780";"-0.59";"BASE";"C23H35N3O";"Cc1ccc(N2CCN(CCN(C)C[C@]34CC[C@H](CC3)C4(C)C)C2=O)cc1";"VLOIKNXQTLFVIH-OKDJAKQTSA-N"
"CHEMBL78916";"";"";"Small molecule";"";"329.49";"3";"3";"2.89";"35.58";"3";"1";"0";"5";"N";"0.90";"None";"8.79";"2.73";"1.33";"1";"MOL";"-1";"24";"4";"1";"0";"329.2467";"-1.24";"BASE";"C20H31N3O";"CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3ccccc3)CC2)CC1";"WDHYFDZSQKSUCX-WGSAOQKQSA-N"
"CHEMBL210551";"";"";"Small molecule";"";"402.50";"7";"8";"3.16";"50.83";"7";"0";"0";"5";"N";"0.51";"None";"6.35";"2.96";"2.93";"4";"MOL";"-1";"30";"7";"0";"0";"402.2168";"-2.21";"NEUTRAL";"C23H26N6O";"COc1ccccc1N1CCN(Cc2cn3cc(C)cc(-n4cccn4)c3n2)CC1";"CAVSFHXWRJHLEI-UHFFFAOYSA-N"
"CHEMBL3697967";"";"";"Small molecule";"";"401.55";"3";"3";"3.26";"54.04";"5";"1";"0";"6";"N";"0.79";"None";"8.37";"3.60";"2.59";"1";"MOL";"-1";"29";"6";"1";"0";"401.2678";"-0.82";"NEUTRAL";"C23H35N3O3";"CC(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1";"TUCVLDGVHWFVIS-WGSAOQKQSA-N"
"CHEMBL103871";"";"";"Small molecule";"";"318.42";"3";"4";"3.40";"35.16";"3";"1";"0";"4";"N";"0.80";"12.20";"6.70";"3.64";"3.56";"3";"MOL";"-1";"24";"4";"1";"0";"318.1844";"-1.47";"NEUTRAL";"C20H22N4";"c1ccc(-c2nc(CN3CCN(c4ccccc4)CC3)c[nH]2)cc1";"PORLBUSMWVWYQB-UHFFFAOYSA-N"
"CHEMBL3947289";"";"";"Small molecule";"";"370.47";"3";"3";"2.96";"62.54";"5";"1";"0";"5";"N";"0.75";"None";"8.28";"2.42";"1.49";"3";"MOL";"-1";"26";"5";"1";"0";"370.1351";"-0.35";"NEUTRAL";"C20H22N2O3S";"CN(C)[C@@H]1c2cc3c(ccn3S(=O)(=O)c3ccccc3)cc2[C@@H]1CCO";"ROZYQPYBANRXCZ-JXFKEZNVSA-N"
"CHEMBL3642790";"";"";"Small molecule";"";"460.62";"3";"3";"2.60";"76.16";"7";"1";"0";"10";"N";"0.54";"None";"8.34";"2.40";"1.32";"1";"MOL";"-1";"33";"8";"1";"0";"460.3050";"-0.85";"NEUTRAL";"C25H40N4O4";"COC(CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)OC";"LIWZXUWAEHOPHY-MXVIHJGJSA-N"
"CHEMBL310819";"";"";"Small molecule";"";"332.45";"3";"3";"3.89";"44.81";"3";"1";"0";"5";"N";"0.77";"11.92";"9.26";"3.64";"1.78";"3";"MOL";"-1";"25";"4";"1";"0";"332.2001";"-1.39";"BASE";"C21H24N4";"c1ccc(CCN2CCC(c3cc(-c4ccccn4)[nH]n3)CC2)cc1";"RWEPTLSUVVSWHX-UHFFFAOYSA-N"
"CHEMBL4846638";"";"";"Unknown";"";"380.56";"7";"19";"2.80";"118.42";"4";"4";"0";"7";"N";"0.33";"13.07";"9.55";"2.55";"0.80";"1";"MOL";"-1";"26";"7";"6";"1";"380.2358";"-0.71";"BASE";"C18H32N6OS";"Cc1nc(N)sc1CCCN/C(N)=N/C(=O)NCC(C)C1CCCCC1";"PMBDKZARCOUAFU-UHFFFAOYSA-N"
"CHEMBL91498";"";"";"Small molecule";"";"361.49";"3";"3";"4.66";"41.29";"4";"1";"0";"5";"N";"0.72";"13.22";"8.69";"4.97";"3.65";"3";"MOL";"-1";"27";"4";"1";"0";"361.2154";"-1.10";"BASE";"C23H27N3O";"CCc1c(-c2ccccc2)nc(O)n1C1CCN(Cc2ccccc2)CC1";"WTYNOFOXDOHJBE-UHFFFAOYSA-N"
"CHEMBL199859";"";"";"Small molecule";"";"423.52";"2";"2";"3.01";"86.63";"6";"2";"0";"9";"N";"0.51";"8.75";"7.89";"2.21";"1.88";"3";"MOL";"-1";"31";"8";"2";"0";"423.2270";"-1.91";"NEUTRAL";"C23H29N5O3";"COc1ccccc1N1CCN(CCCCNC(=O)c2cc(-c3ccco3)[nH]n2)CC1";"LPYJYJNIIRKQSC-UHFFFAOYSA-N"
"CHEMBL3676893";"";"";"Small molecule";"";"422.61";"3";"3";"5.87";"45.48";"3";"1";"1";"7";"N";"0.61";"None";"9.70";"4.84";"2.56";"2";"MOL";"-1";"31";"4";"1";"1";"422.2933";"-0.69";"BASE";"C27H38N2O2";"O=C(CC1CCC1)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1";"YBUAHTMMKRAXBO-JKIUYZKVSA-N"
"CHEMBL3966718";"";"";"Small molecule";"";"397.52";"3";"5";"4.72";"62.16";"5";"2";"0";"7";"N";"0.66";"9.81";"4.80";"5.07";"5.07";"2";"MOL";"-1";"29";"5";"2";"0";"397.2253";"1.16";"NEUTRAL";"C24H31NO4";"CCCCCCOc1c(O)ccc2c1CN1CCc3cc(OC)c(O)cc3[C@@H]1C2";"UENAJMHEKJGFHA-FQEVSTJZSA-N"
"CHEMBL126331";"";"";"Small molecule";"";"551.64";"3";"3";"4.29";"54.04";"5";"1";"0";"9";"N";"0.48";"None";"7.58";"4.06";"3.66";"3";"MOL";"-1";"34";"6";"1";"0";"461.2678";"-1.10";"NEUTRAL";"C30H37N3O7";"COc1ccc2cc([C@H](C)C(=O)NCCCN3CCN(c4ccccc4OC)CC3)ccc2c1.O=C(O)C(=O)O";"XMTZXXGGLDZXRN-BOXHHOBZSA-N"
"CHEMBL156198";"";"";"Small molecule";"";"420.92";"4";"5";"5.12";"23.78";"4";"0";"1";"4";"N";"0.46";"None";"7.38";"5.50";"5.21";"4";"MOL";"-1";"30";"4";"0";"1";"420.1517";"-1.85";"NEUTRAL";"C24H22ClFN4";"Fc1ccc(-c2cccc3c(CN4CCN(c5ccc(Cl)cc5)CC4)cnn23)cc1";"LAZCWDPLJFPPDI-UHFFFAOYSA-N"
"CHEMBL20763";"";"";"Small molecule";"";"376.52";"3";"3";"4.03";"62.40";"4";"1";"0";"6";"N";"0.83";"None";"7.19";"2.94";"2.73";"2";"MOL";"-1";"26";"5";"1";"0";"376.1821";"-0.92";"NEUTRAL";"C20H28N2O3S";"CCN1CCCCC1c1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1";"RWJCXWVQRSSDLR-UHFFFAOYSA-N"
"CHEMBL160749";"";"";"Small molecule";"";"434.95";"4";"5";"5.42";"23.78";"4";"0";"1";"4";"N";"0.43";"None";"7.57";"5.63";"5.23";"4";"MOL";"-1";"31";"4";"0";"1";"434.1674";"-1.83";"NEUTRAL";"C25H24ClFN4";"Cc1nn2c(-c3ccc(F)cc3)cccc2c1CN1CCN(c2ccc(Cl)cc2)CC1";"NSRMSZBPAQTJBS-UHFFFAOYSA-N"
"CHEMBL270408";"";"";"Small molecule";"";"344.43";"6";"7";"3.37";"24.94";"4";"0";"0";"7";"N";"0.77";"None";"7.36";"3.54";"3.26";"2";"MOL";"-1";"25";"4";"0";"0";"344.1900";"-1.53";"NEUTRAL";"C20H25FN2O2";"COc1ccccc1N1CCN(Cc2cccc(OCCF)c2)CC1";"FTRMVNZQPKCUAS-UHFFFAOYSA-N"
"CHEMBL3603856";"";"";"Small molecule";"";"513.47";"2";"2";"5.03";"57.70";"6";"1";"1";"8";"N";"0.46";"8.05";"7.28";"4.82";"4.83";"3";"MOL";"-1";"32";"6";"1";"1";"476.1449";"-2.34";"NEUTRAL";"C23H27Cl2FN4O2S";"COc1ccc2nc(NC(=O)CCCCN3CCN(c4ccc(Cl)cc4F)CC3)sc2c1.Cl";"MEDMNGIDISYGHX-UHFFFAOYSA-N"
"CHEMBL313255";"";"";"Small molecule";"";"484.64";"2";"2";"4.70";"85.23";"4";"2";"0";"7";"N";"0.56";"None";"9.67";"4.50";"2.26";"2";"MOL";"-1";"36";"6";"2";"0";"484.2838";"-1.09";"BASE";"C30H36N4O2";"CC(=O)Nc1cccc(/C=C/C(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(C#N)cc4CC3)CC2)c1";"OFRYPJSVIVBOHV-WSABRRFESA-N"
"CHEMBL201509";"";"";"Small molecule";"";"479.51";"3";"3";"2.12";"110.91";"8";"1";"0";"6";"N";"0.63";"5.68";"7.90";"2.04";"2.05";"2";"MOL";"-1";"34";"9";"1";"0";"479.2257";"-1.74";"ACID";"C22H28F3N7O2";"CC(C)(C)c1nc(N2CCN(CCCCn3cc(C#N)c(=O)[nH]c3=O)CC2)cc(C(F)(F)F)n1";"UHBDOJLDXNFRPT-UHFFFAOYSA-N"
"CHEMBL3945856";"";"";"Small molecule";"";"383.49";"3";"6";"4.33";"62.16";"5";"2";"0";"6";"N";"0.73";"9.81";"4.80";"4.62";"4.62";"2";"MOL";"-1";"28";"5";"2";"0";"383.2097";"1.16";"NEUTRAL";"C23H29NO4";"CCCCCOc1c(O)ccc2c1CN1CCc3cc(OC)c(O)cc3[C@@H]1C2";"WWWIHTTXFJTDIB-IBGZPJMESA-N"
"CHEMBL3358495";"";"";"Small molecule";"";"403.53";"5";"5";"3.27";"61.36";"5";"1";"0";"7";"N";"0.61";"None";"7.96";"3.05";"2.37";"3";"MOL";"-1";"30";"6";"1";"0";"403.2372";"-1.63";"NEUTRAL";"C24H29N5O";"Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4cn3)CC2)n1";"VWNMUULEHNRJQH-UHFFFAOYSA-N"
"CHEMBL313424";"";"";"Small molecule";"";"488.57";"12";"12";"4.20";"68.42";"7";"0";"0";"6";"N";"0.41";"None";"8.44";"4.37";"3.29";"4";"MOL";"-1";"36";"8";"0";"0";"488.2336";"-1.53";"NEUTRAL";"C27H29FN6O2";"Cn1cnc(-c2ccc3c(c2)c(C2CCN(CCN4CCOC4=O)CC2)cn3-c2ccc(F)cc2)n1";"KNLXBMUXNMBWBW-UHFFFAOYSA-N"
"CHEMBL3622100";"";"";"Small molecule";"";"378.52";"2";"2";"3.08";"43.53";"4";"2";"0";"8";"N";"0.59";"None";"8.99";"2.98";"1.26";"3";"MOL";"-1";"28";"5";"2";"0";"378.2420";"-1.19";"BASE";"C23H30N4O";"COc1ccc(CNCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1";"HZFVOEDJAMLOAK-UHFFFAOYSA-N"
"CHEMBL169766";"";"";"Small molecule";"";"417.55";"1";"3";"4.18";"44.81";"4";"1";"0";"8";"N";"0.56";"None";"7.93";"4.21";"3.57";"3";"MOL";"-1";"31";"5";"1";"0";"417.2416";"-1.31";"NEUTRAL";"C26H31N3O2";"COc1ccccc1N1CCN(CCCCNC(=O)c2cccc3ccccc23)CC1";"CUKQTCOUHQWBHN-UHFFFAOYSA-N"
"CHEMBL202298";"";"";"Small molecule";"";"492.59";"3";"3";"4.22";"67.15";"7";"0";"0";"7";"N";"0.54";"None";"7.90";"5.97";"5.36";"2";"MOL";"-1";"35";"7";"0";"0";"492.2824";"-1.41";"NEUTRAL";"C25H35F3N6O";"CC(C)(C)c1nc(N2CCN(CCCCn3ccc(C4CCC4)nc3=O)CC2)cc(C(F)(F)F)n1";"DSCGNFRKDRFCKO-UHFFFAOYSA-N"
"CHEMBL477207";"";"";"Small molecule";"";"407.56";"3";"4";"3.69";"36.02";"4";"0";"0";"7";"N";"0.66";"None";"8.12";"3.93";"3.13";"2";"MOL";"-1";"30";"5";"0";"0";"407.2573";"-1.07";"NEUTRAL";"C25H33N3O2";"COc1ccc(N2CCN(CCCCN3CCCc4ccccc4C3=O)CC2)cc1";"JECLSXTZIUKJEC-UHFFFAOYSA-N"
"CHEMBL55276";"";"";"Small molecule";"";"482.52";"2";"2";"3.88";"75.71";"5";"1";"0";"9";"N";"0.25";"None";"7.66";"5.12";"4.67";"2";"MOL";"-1";"33";"6";"1";"0";"482.1487";"-0.71";"NEUTRAL";"C23H25F3N2O4S";"O=C(/C=C/c1ccccc1)NCCCCN1CCc2ccc(OS(=O)(=O)C(F)(F)F)cc2C1";"QZPFGFWFHKJBJX-DHZHZOJOSA-N"
"CHEMBL3695366";"";"";"Small molecule";"";"384.56";"3";"3";"4.28";"41.57";"3";"1";"0";"6";"N";"0.80";"None";"9.83";"3.85";"1.45";"1";"MOL";"-1";"28";"4";"1";"0";"384.2777";"-0.86";"BASE";"C24H36N2O2";"CCC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1";"LTYAWIKNOPSPBV-KESTWPANSA-N"
"CHEMBL244775";"";"";"Small molecule";"";"497.43";"8";"11";"5.18";"68.29";"4";"1";"1";"7";"N";"0.28";"None";"4.35";"4.23";"4.23";"3";"MOL";"-1";"34";"6";"1";"1";"496.1433";"-0.87";"NEUTRAL";"C26H26Cl2N4O2";"O=C(NC/C=C/C[N+]1([O-])CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1";"HGHZRWWRCHMWQC-ONEGZZNKSA-N"
"CHEMBL4470213";"";"";"Unknown";"";"393.49";"2";"6";"3.32";"57.80";"4";"1";"0";"6";"N";"0.70";"None";"6.53";"3.14";"3.08";"3";"MOL";"-1";"29";"6";"1";"0";"393.2052";"-1.38";"NEUTRAL";"C23H27N3O3";"COc1ccc(OCCN2CCN(C(=O)c3cc4ccc(C)cc4[nH]3)CC2)cc1";"MHWQTAMSWKHOKQ-UHFFFAOYSA-N"
"CHEMBL4556267";"";"";"Unknown";"";"351.41";"2";"6";"1.79";"74.35";"5";"1";"0";"5";"N";"0.76";"12.59";"6.38";"0.35";"0.31";"3";"MOL";"-1";"26";"7";"1";"0";"351.1695";"-1.59";"NEUTRAL";"C19H21N5O2";"O=C(c1cc2ccncc2[nH]1)N1CCN(CCOc2cccnc2)CC1";"WORAGLYTERKFFO-UHFFFAOYSA-N"
"CHEMBL3597646";"";"";"Small molecule";"";"434.54";"3";"3";"2.55";"77.93";"6";"2";"0";"8";"N";"0.57";"None";"7.54";"2.62";"2.24";"3";"MOL";"-1";"32";"7";"2";"0";"434.2318";"-1.13";"NEUTRAL";"C25H30N4O3";"COc1ccccc1N1CCN(CC(O)CCNC(=O)c2ccc3ccccc3n2)CC1";"PPRPQASEYHUGIG-UHFFFAOYSA-N"
"CHEMBL127080";"";"";"Small molecule";"";"560.09";"3";"3";"4.88";"44.81";"4";"1";"0";"9";"N";"0.53";"None";"7.93";"5.33";"4.69";"2";"MOL";"-1";"33";"5";"1";"0";"469.2496";"-1.33";"NEUTRAL";"C29H38ClN3O6";"COc1ccccc1N1CCN(CCCCNC(=O)C2(c3ccc(Cl)cc3)CCCC2)CC1.O=C(O)C(=O)O";"VLNQYVLKJNYJKD-UHFFFAOYSA-N"
"CHEMBL4538010";"";"";"Unknown";"";"350.42";"2";"6";"2.40";"61.46";"4";"1";"0";"5";"N";"0.77";"None";"6.35";"1.56";"1.53";"3";"MOL";"-1";"26";"6";"1";"0";"350.1743";"-1.69";"NEUTRAL";"C20H22N4O2";"O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2cccnc2)CC1";"WJOFBCYZALIRKI-UHFFFAOYSA-N"
"CHEMBL217981";"";"";"Small molecule";"";"555.52";"7";"8";"4.13";"75.52";"7";"1";"1";"11";"N";"0.36";"13.50";"8.21";"4.79";"3.92";"3";"MOL";"-1";"36";"8";"1";"1";"554.2005";"-1.85";"NEUTRAL";"C27H35BrN6O2";"COc1ccccc1N1CCN(CCCCCNC(=O)c2nnn(Cc3ccccc3Br)c2C)CC1";"GTVPXEVAFBWKHY-UHFFFAOYSA-N"
"CHEMBL94283";"";"";"Small molecule";"";"381.91";"3";"3";"5.05";"41.29";"4";"1";"1";"4";"N";"0.69";"13.27";"8.69";"5.05";"3.73";"3";"MOL";"-1";"27";"4";"1";"1";"381.1608";"-1.38";"BASE";"C22H24ClN3O";"Cc1c(-c2cccc(Cl)c2)nc(O)n1C1CCN(Cc2ccccc2)CC1";"UUTGTTDZMUFZGA-UHFFFAOYSA-N"
"CHEMBL345552";"";"";"Small molecule";"";"337.42";"4";"5";"2.65";"44.81";"4";"1";"0";"3";"N";"0.94";"11.59";"7.23";"2.95";"2.72";"2";"MOL";"-1";"25";"5";"1";"0";"337.1790";"-1.51";"NEUTRAL";"C20H23N3O2";"Cc1ccc(N2CCN(Cc3ccc4c(c3)NC(=O)CO4)CC2)cc1";"RKZVRIHTYWJVDD-UHFFFAOYSA-N"
"CHEMBL436998";"";"";"Small molecule";"";"447.65";"3";"3";"5.06";"35.58";"4";"1";"1";"9";"N";"0.47";"None";"9.26";"4.97";"3.11";"3";"MOL";"-1";"32";"4";"1";"1";"447.2344";"-1.74";"BASE";"C27H33N3OS";"O=C(NCCCCN1CCCN(C(c2ccccc2)c2ccccc2)CC1)c1cccs1";"FQXALFLSCOKUML-UHFFFAOYSA-N"
"CHEMBL4086953";"";"";"Small molecule";"";"519.77";"3";"3";"6.89";"48.19";"5";"1";"2";"19";"N";"0.18";"None";"9.11";"7.96";"6.25";"3";"MOL";"-1";"38";"5";"1";"2";"519.3825";"-0.37";"BASE";"C33H49N3O2";"CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCCCCCCCOCCCCc2ccccc2)C1";"KPQQZVGMKIYWDG-SSEXGKCCSA-N"
"CHEMBL168746";"";"";"Small molecule";"";"434.33";"1";"1";"2.72";"65.04";"5";"2";"0";"6";"N";"0.73";"7.22";"6.51";"3.23";"3.10";"2";"MOL";"-1";"27";"6";"2";"0";"433.1001";"-1.16";"NEUTRAL";"C20H24BrN3O3";"COc1ccc(Br)c(O)c1C(=O)NCCN1CCN(c2ccccc2)CC1";"UTRNBIMBKRRKDH-UHFFFAOYSA-N"
"CHEMBL139437";"";"";"Small molecule";"";"392.54";"1";"1";"4.32";"40.62";"4";"0";"0";"10";"N";"0.45";"None";"6.82";"4.72";"4.62";"2";"MOL";"-1";"29";"4";"0";"0";"392.2464";"-0.67";"NEUTRAL";"C25H32N2O2";"CCCCCN1CCN(C(CC(=O)c2ccccc2)C(=O)c2ccccc2)CC1";"BVDCRVMWNQTQFJ-UHFFFAOYSA-N"
"CHEMBL31991";"";"";"Small molecule";"";"327.42";"3";"3";"2.97";"41.93";"4";"1";"0";"7";"N";"0.85";"None";"8.21";"2.86";"1.99";"2";"MOL";"-1";"24";"4";"1";"0";"327.1834";"-0.67";"NEUTRAL";"C20H25NO3";"O[C@@H](COc1ccccc1)CN1CCC(Oc2ccccc2)CC1";"AXPMHZJZVFNEBY-QGZVFWFLSA-N"
"CHEMBL1338034";"";"";"Small molecule";"";"461.58";"14";"15";"1.27";"82.55";"7";"1";"0";"8";"N";"0.63";"None";"7.48";"1.78";"1.43";"2";"MOL";"-1";"32";"8";"1";"0";"461.1984";"-1.81";"NEUTRAL";"C23H31N3O5S";"O=S(=O)(c1ccc(OCC(O)CN2CCN(c3ccccc3)CC2)cc1)N1CCOCC1";"AZQAZYFKYDDSGJ-UHFFFAOYSA-N"
"CHEMBL1258383";"";"";"Small molecule";"";"421.61";"6";"10";"4.85";"35.58";"4";"1";"0";"7";"N";"0.55";"None";"8.24";"5.42";"4.52";"3";"MOL";"-1";"30";"4";"1";"0";"421.2188";"-1.94";"NEUTRAL";"C25H31N3OS";"Cc1ccc(C)c(N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2)c1";"CEGIBPCCIZOPHK-UHFFFAOYSA-N"
"CHEMBL596527";"";"";"Small molecule";"";"362.50";"4";"6";"4.56";"33.95";"5";"0";"0";"3";"N";"0.54";"None";"7.05";"3.96";"3.80";"4";"MOL";"-1";"26";"4";"0";"0";"362.1565";"-1.77";"NEUTRAL";"C21H22N4S";"Cn1c(CN2CCC(c3nsc4ccccc34)CC2)nc2ccccc21";"HYGJPVUOYCSNGB-UHFFFAOYSA-N"
"CHEMBL3819082";"";"";"Small molecule";"";"331.86";"9";"11";"3.99";"3.24";"1";"0";"0";"3";"N";"0.83";"None";"9.26";"4.89";"3.04";"2";"MOL";"-1";"22";"1";"0";"0";"295.1736";"-0.96";"BASE";"C20H23ClFN";"Cl.Fc1ccc2c(c1)CC(CCN1CCc3ccccc3C1)C2";"CPKFIRXOQTXZFK-UHFFFAOYSA-N"
"CHEMBL3676887";"";"";"Small molecule";"";"453.63";"3";"3";"4.55";"65.79";"4";"1";"0";"8";"N";"0.64";"None";"9.70";"2.89";"0.61";"2";"MOL";"-1";"33";"6";"1";"0";"453.2991";"-0.88";"BASE";"C27H39N3O3";"CN(C)C(=O)CCC(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1";"PLAPJTQAKKRSBQ-AQYVVDRMSA-N"
"CHEMBL570187";"";"";"Small molecule";"";"444.62";"3";"3";"4.33";"42.84";"5";"1";"0";"7";"N";"0.59";"10.50";"9.59";"4.87";"2.31";"3";"MOL";"-1";"33";"5";"1";"0";"444.2889";"-0.89";"BASE";"C28H36N4O";"CCCN(CCN1CCN(c2ccnc3ccccc23)CC1)C1CCc2ccc(O)cc2C1";"WBZRGAFDKQUGFB-UHFFFAOYSA-N"
"CHEMBL193435";"";"";"Small molecule";"";"374.28";"11";"11";"4.73";"21.70";"3";"0";"0";"2";"N";"0.76";"None";"8.80";"4.19";"2.78";"2";"MOL";"-1";"23";"3";"0";"0";"373.0677";"0.32";"BASE";"C19H20BrNO2";"CN(C)C[C@H]1CC2c3ccccc3Oc3ccc(Br)cc3[C@H]2O1";"FXHLGRYCQSRFHY-MQSINFNDSA-N"
"CHEMBL37706";"";"";"Small molecule";"";"351.45";"3";"3";"2.69";"44.81";"4";"1";"0";"5";"N";"0.90";"13.91";"7.91";"2.52";"1.89";"2";"MOL";"-1";"26";"5";"1";"0";"351.1947";"-0.73";"NEUTRAL";"C21H25N3O2";"COc1ccc(N2CCN(CCC3NC(=O)c4ccccc43)CC2)cc1";"WHYWZOSKHMUDHU-UHFFFAOYSA-N"
"CHEMBL1642118";"";"";"Small molecule";"";"449.58";"9";"9";"3.76";"60.93";"5";"0";"0";"3";"N";"0.61";"None";"7.02";"3.54";"3.39";"3";"MOL";"-1";"32";"6";"0";"0";"449.1773";"-1.01";"NEUTRAL";"C25H27N3O3S";"CC1CC(=O)c2ccc(N3CCN(C)CC3)cc2N1S(=O)(=O)c1ccc2ccccc2c1";"MLWMWKMYRSHCPJ-UHFFFAOYSA-N"
"CHEMBL4531363";"";"";"Unknown";"";"488.05";"6";"6";"5.34";"57.36";"3";"2";"1";"12";"N";"0.37";"None";"10.36";"4.73";"1.88";"3";"MOL";"-1";"33";"5";"2";"1";"451.2635";"-0.86";"BASE";"C27H35ClFN3O2";"CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)CC1CC1c1cc(F)ccc1OC.Cl";"NJUCDIHOBHOUOD-UHFFFAOYSA-N"
"CHEMBL395111";"";"";"Small molecule";"";"386.56";"7";"7";"6.30";"6.48";"3";"0";"1";"3";"N";"0.52";"None";"8.68";"6.03";"4.73";"3";"MOL";"-1";"28";"2";"0";"1";"386.1817";"-0.87";"BASE";"C25H26N2S";"CN1CCCC(CN2c3ccccc3Sc3cc(-c4ccccc4)ccc32)C1";"BZNABWQWNMMJEJ-UHFFFAOYSA-N"
"CHEMBL4793296";"";"";"Unknown";"";"417.44";"8";"14";"3.01";"36.44";"4";"0";"0";"6";"N";"0.76";"None";"7.22";"2.61";"2.39";"2";"MOL";"-1";"24";"4";"0";"0";"327.1747";"-1.75";"NEUTRAL";"C21H24FN3O5";"O=C(CCCN1CCN(c2cccnc2)CC1)c1ccc(F)cc1.O=C(O)C(=O)O";"NZKLDRWYUXOVJK-UHFFFAOYSA-N"
"CHEMBL4277009";"";"";"Small molecule";"";"431.46";"2";"2";"3.90";"43.86";"4";"0";"0";"6";"N";"0.51";"None";"8.11";"4.13";"3.35";"2";"MOL";"-1";"31";"5";"0";"0";"431.1821";"-1.48";"NEUTRAL";"C23H24F3N3O2";"O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1";"GHYJIOTZARHDLR-UHFFFAOYSA-N"
"CHEMBL3948819";"";"";"Small molecule";"";"376.48";"3";"3";"3.89";"51.10";"4";"1";"0";"4";"N";"0.59";"None";"10.24";"3.81";"1.11";"4";"MOL";"-1";"27";"4";"1";"0";"376.1245";"-0.28";"BASE";"C22H20N2O2S";"CNCC1Cc2ccc3c(ccn3S(=O)(=O)c3cccc4ccccc34)c21";"WEFBOGOBWJVPBI-UHFFFAOYSA-N"
"CHEMBL139203";"";"";"Small molecule";"";"352.48";"1";"1";"3.98";"41.57";"3";"1";"0";"7";"N";"0.82";"None";"9.39";"4.07";"2.09";"2";"MOL";"-1";"26";"4";"1";"0";"352.2151";"-1.61";"BASE";"C22H28N2O2";"CCOc1ccc(NC(=O)C2CCCN(CCc3ccccc3)C2)cc1";"IVBGOSVLURUGPB-UHFFFAOYSA-N"
"CHEMBL4845838";"";"";"Unknown";"";"445.36";"4";"4";"3.79";"50.80";"4";"1";"0";"6";"N";"0.69";"None";"6.64";"3.71";"3.64";"2";"MOL";"-1";"28";"5";"1";"0";"444.1049";"-0.57";"NEUTRAL";"C22H25BrN2O3";"O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccc(Br)cc1";"OHJSWFDQAUGCDZ-TZIWHRDSSA-N"
"CHEMBL4859722";"";"";"Unknown";"";"470.53";"8";"15";"2.95";"57.70";"5";"1";"0";"6";"N";"0.78";"None";"8.62";"2.61";"1.37";"2";"MOL";"-1";"28";"6";"1";"0";"380.2212";"-1.86";"BASE";"C24H30N4O6";"O=C(O)C(=O)O.O=C1CCc2cc(OCCCN3CCCN(c4ccccn4)CC3)ccc2N1";"YLEPKPGFWMXHHA-UHFFFAOYSA-N"
"CHEMBL3695416";"";"";"Small molecule";"";"455.64";"3";"3";"3.73";"61.88";"4";"1";"0";"8";"N";"0.65";"None";"9.83";"2.61";"0.22";"1";"MOL";"-1";"33";"6";"1";"0";"455.3148";"-1.05";"BASE";"C27H41N3O3";"CN(C)C(=O)CCC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1";"GXRRIZYXGPLXKK-AQYVVDRMSA-N"
